#reverse_pos	count	cdf
3727	2	0.886843
3736	1	0.886848
3738	1	0.886853
3746	1	0.886857
3751	1	0.886862
3755	1	0.886867
3759	1	0.886872
3764	1	0.886876
3765	1	0.886881
3770	1	0.886886
3782	1	0.886891
3783	1	0.886895
3788	2	0.886905
3791	1	0.886909
3794	1	0.886914
3801	1	0.886919
3813	1	0.886924
3816	2	0.886933
3819	1	0.886938
3827	1	0.886943
3828	1	0.886947
3829	1	0.886952
3830	1	0.886957
3831	1	0.886961
3836	1	0.886966
3837	1	0.886971
3839	2	0.88698
3858	1	0.886985
3859	1	0.88699
3860	1	0.886994
3863	1	0.886999
3864	2	0.887009
3873	2	0.887018
3874	1	0.887023
3878	1	0.887028
3883	1	0.887032
3887	1	0.887037
3892	1	0.887042
3894	1	0.887046
3895	2	0.887056
3898	1	0.887061
3904	1	0.887065
3907	1	0.88707
3908	2	0.88708
3926	1	0.887084
3934	1	0.887089
3937	1	0.887094
3943	1	0.887098
3944	1	0.887103
3958	2	0.887113
3973	1	0.887117
3975	2	0.887127
3990	1	0.887132
3994	1	0.887136
4003	2	0.887146
4005	1	0.88715
4006	1	0.887155
4007	1	0.88716
4009	3	0.887174
4010	1	0.887179
4011	1	0.887184
4016	1	0.887188
4019	1	0.887193
4021	1	0.887198
4028	2	0.887207
4031	1	0.887212
4043	1	0.887217
4050	1	0.887221
4053	1	0.887226
4059	1	0.887231
4067	1	0.887235
4084	1	0.88724
4086	1	0.887245
4087	1	0.88725
4099	1	0.887254
4150	1	0.887259
4153	1	0.887264
4155	1	0.887269
4156	1	0.887273
4163	1	0.887278
4171	1	0.887283
4172	1	0.887287
4178	1	0.887292
4182	2	0.887302
4186	1	0.887306
4201	1	0.887311
4203	2	0.887321
4208	1	0.887325
4217	1	0.88733
4233	1	0.887335
4244	1	0.887339
4250	1	0.887344
4253	1	0.887349
4254	1	0.887354
4255	1	0.887358
4256	1	0.887363
4258	1	0.887368
4263	1	0.887373
4264	1	0.887377
4267	1	0.887382
4272	3	0.887396
4277	1	0.887401
4279	1	0.887406
4282	1	0.88741
4296	1	0.887415
4300	1	0.88742
4301	1	0.887425
4305	1	0.887429
4306	1	0.887434
4311	2	0.887443
4314	1	0.887448
4320	1	0.887453
4321	1	0.887458
4323	1	0.887462
4326	1	0.887467
4327	1	0.887472
4328	1	0.887476
4329	1	0.887481
4348	1	0.887486
4349	1	0.887491
4350	1	0.887495
4353	1	0.8875
4357	1	0.887505
4363	1	0.88751
4364	1	0.887514
4365	1	0.887519
4369	1	0.887524
4382	1	0.887528
4383	2	0.887538
4389	1	0.887543
4391	1	0.887547
4397	1	0.887552
4400	1	0.887557
4401	1	0.887562
4404	1	0.887566
4405	1	0.887571
4408	1	0.887576
4412	1	0.88758
4417	1	0.887585
4421	1	0.88759
4424	1	0.887595
4429	2	0.887604
4432	1	0.887609
4437	2	0.887618
4441	1	0.887623
4442	1	0.887628
4444	1	0.887632
4446	1	0.887637
4454	1	0.887642
4455	1	0.887647
4459	1	0.887651
4460	1	0.887656
4462	1	0.887661
4464	1	0.887666
4468	1	0.88767
4469	1	0.887675
4471	1	0.88768
4474	2	0.887689
4480	1	0.887694
4481	1	0.887699
4483	1	0.887703
4484	1	0.887708
4488	1	0.887713
4489	1	0.887717
4490	2	0.887727
4491	1	0.887732
4498	2	0.887741
4508	1	0.887746
4511	1	0.887751
4512	1	0.887755
4522	1	0.88776
4529	1	0.887765
4534	1	0.887769
4535	1	0.887774
4539	2	0.887784
4540	2	0.887793
4541	1	0.887798
4542	2	0.887807
4543	1	0.887812
4544	2	0.887821
4545	1	0.887826
4546	1	0.887831
4547	1	0.887836
4549	1	0.88784
4553	1	0.887845
4554	1	0.88785
4563	1	0.887855
4566	1	0.887859
4567	1	0.887864
4568	2	0.887873
4570	1	0.887878
4571	1	0.887883
4574	1	0.887888
4575	2	0.887897
4583	1	0.887902
4588	1	0.887907
4590	1	0.887911
4591	1	0.887916
4592	1	0.887921
4595	1	0.887925
4601	1	0.88793
4608	1	0.887935
4616	1	0.88794
4617	1	0.887944
4623	1	0.887949
4626	1	0.887954
4628	1	0.887958
4629	1	0.887963
4630	1	0.887968
4638	1	0.887973
4639	1	0.887977
4643	1	0.887982
4645	1	0.887987
4646	1	0.887992
4647	3	0.888006
4648	1	0.88801
4663	1	0.888015
4665	1	0.88802
4667	1	0.888025
4669	1	0.888029
4674	1	0.888034
4677	1	0.888039
4679	1	0.888044
4680	2	0.888053
4686	1	0.888058
4688	2	0.888067
4689	1	0.888072
4691	1	0.888077
4692	1	0.888081
4700	1	0.888086
4703	1	0.888091
4706	1	0.888096
4707	1	0.8881
4708	1	0.888105
4710	2	0.888114
4713	1	0.888119
4714	2	0.888129
4715	1	0.888133
4718	1	0.888138
4723	1	0.888143
4731	1	0.888148
4741	1	0.888152
4752	1	0.888157
4755	1	0.888162
4778	1	0.888166
4803	1	0.888171
4807	1	0.888176
4824	1	0.888181
4839	1	0.888185
4840	1	0.88819
4841	1	0.888195
4878	1	0.888199
4893	2	0.888209
4894	5	0.888233
4895	2	0.888242
4896	6	0.88827
4897	11	0.888322
4898	5	0.888346
4899	19	0.888436
4900	14	0.888502
4901	9	0.888544
4902	7	0.888578
4903	1	0.888582
4904	2	0.888592
4905	13	0.888653
4906	6	0.888681
4907	6	0.88871
4908	5	0.888733
4909	2	0.888743
4910	6	0.888771
4911	4	0.88879
4912	4	0.888809
4913	3	0.888823
4916	1	0.888828
4943	1	0.888833
4972	1	0.888837
4973	2	0.888847
4974	5	0.888871
4975	9	0.888913
4976	3	0.888927
4977	4	0.888946
4978	2	0.888956
4979	3	0.88897
4982	2	0.888979
4984	5	0.889003
4985	3	0.889017
4986	2	0.889026
4987	9	0.889069
4988	7	0.889102
4989	2	0.889112
4990	3	0.889126
4991	2	0.889135
4992	1	0.88914
4993	1	0.889145
4995	1	0.889149
4996	1	0.889154
4998	1	0.889159
5000	1	0.889163
5001	3	0.889178
5005	5	0.889201
5006	4	0.88922
5007	2	0.88923
5016	1	0.889234
5017	1	0.889239
5018	2	0.889249
5019	3	0.889263
5020	1	0.889267
5021	1	0.889272
5023	5	0.889296
5024	1	0.889301
5025	1	0.889305
5048	1	0.88931
5053	1	0.889315
5071	1	0.889319
5081	1	0.889324
5083	2	0.889334
5084	1	0.889338
5095	1	0.889343
5096	1	0.889348
5097	1	0.889353
5129	2	0.889362
5142	1	0.889367
5147	4	0.889386
5148	3	0.8894
5149	5	0.889423
5151	1	0.889428
5153	1	0.889433
5155	1	0.889438
5156	1	0.889442
5157	1	0.889447
5159	1	0.889452
5160	1	0.889456
5162	3	0.889471
5163	1	0.889475
5164	1	0.88948
5172	2	0.88949
5175	1	0.889494
5179	2	0.889504
5180	1	0.889508
5185	1	0.889513
5188	1	0.889518
5190	1	0.889523
5192	2	0.889532
5193	2	0.889542
5195	2	0.889551
5198	1	0.889556
5201	1	0.88956
5202	4	0.889579
5203	1	0.889584
5204	2	0.889594
5205	2	0.889603
5206	1	0.889608
5208	6	0.889636
5209	2	0.889645
5212	2	0.889655
5219	1	0.88966
5220	1	0.889664
5221	1	0.889669
5222	1	0.889674
5225	1	0.889679
5231	47	0.889901
5232	196	0.890827
5233	309	0.892287
5234	580	0.895028
5235	442	0.897117
5236	611	0.900004
5237	666	0.903151
5238	939	0.907588
5239	551	0.910192
5240	531	0.912701
5241	723	0.916118
5242	381	0.917918
5243	128	0.918523
5244	154	0.919251
5245	71	0.919586
5246	212	0.920588
5247	237	0.921708
5248	155	0.92244
5249	96	0.922894
5250	90	0.923319
5251	128	0.923924
5252	177	0.924761
5253	231	0.925852
5254	123	0.926433
5255	14	0.9265
5273	1	0.926504
5283	2	0.926514
5285	1	0.926519
5307	1	0.926523
5314	1	0.926528
5323	1	0.926533
5330	1	0.926537
5342	1	0.926542
5348	1	0.926547
5354	1	0.926552
5368	1	0.926556
5391	1	0.926561
5393	2	0.926571
5402	1	0.926575
5405	1	0.92658
5412	1	0.926585
5417	1	0.926589
5438	1	0.926594
5439	4	0.926613
5440	2	0.926622
5441	2	0.926632
5442	1	0.926637
5462	1	0.926641
5464	1	0.926646
5465	1	0.926651
5467	1	0.926656
5470	1	0.92666
5474	1	0.926665
5475	1	0.92667
5476	1	0.926674
5480	1	0.926679
5523	1	0.926684
5524	1	0.926689
5531	1	0.926693
5560	1	0.926698
5563	2	0.926708
5574	1	0.926712
5601	1	0.926717
5626	1	0.926722
5629	1	0.926726
5636	1	0.926731
5646	1	0.926736
5647	1	0.926741
5650	1	0.926745
5651	1	0.92675
5658	1	0.926755
5663	1	0.92676
5669	1	0.926764
5670	1	0.926769
5694	1	0.926774
5713	1	0.926778
5714	2	0.926788
5717	1	0.926793
5742	1	0.926797
5752	1	0.926802
5799	1	0.926807
5812	2	0.926816
5847	1	0.926821
5855	1	0.926826
5866	1	0.92683
5890	1	0.926835
5916	1	0.92684
5924	1	0.926845
5945	1	0.926849
5959	1	0.926854
5987	1	0.926859
5998	1	0.926863
5999	1	0.926868
6003	1	0.926873
6006	1	0.926878
6021	1	0.926882
6034	1	0.926887
6041	1	0.926892
6047	1	0.926897
6063	1	0.926901
6085	1	0.926906
6089	1	0.926911
6105	1	0.926915
6108	1	0.92692
6125	1	0.926925
6128	1	0.92693
6137	1	0.926934
6146	1	0.926939
6150	1	0.926944
6153	1	0.926949
6154	1	0.926953
6160	1	0.926958
6172	1	0.926963
6177	1	0.926967
6182	1	0.926972
6211	1	0.926977
6223	1	0.926982
6226	1	0.926986
6245	1	0.926991
6284	1	0.926996
6286	1	0.927001
6291	2	0.92701
6292	1	0.927015
6296	1	0.927019
6301	1	0.927024
6316	1	0.927029
6320	1	0.927034
6344	1	0.927038
6347	2	0.927048
6380	1	0.927053
6391	1	0.927057
6401	1	0.927062
6404	1	0.927067
6420	1	0.927071
6421	1	0.927076
6427	1	0.927081
6433	1	0.927086
6434	1	0.92709
6435	1	0.927095
6438	1	0.9271
6440	1	0.927104
6456	1	0.927109
6458	1	0.927114
6471	1	0.927119
6485	1	0.927123
6497	1	0.927128
6504	1	0.927133
6508	1	0.927138
6509	31	0.927284
6510	68	0.927605
6511	113	0.928139
6512	71	0.928475
6513	191	0.929377
6514	279	0.930696
6515	315	0.932184
6516	393	0.934042
6517	263	0.935284
6518	170	0.936088
6519	105	0.936584
6520	91	0.937014
6521	80	0.937392
6522	86	0.937798
6523	147	0.938493
6524	50	0.938729
6525	58	0.939003
6526	49	0.939235
6527	17	0.939315
6529	3	0.939329
6530	1	0.939334
6531	3	0.939348
6532	3	0.939362
6534	1	0.939367
6535	4	0.939386
6536	5	0.93941
6537	14	0.939476
6538	49	0.939707
6539	47	0.939929
6540	74	0.940279
6541	7	0.940312
6542	1	0.940317
6543	14	0.940383
6544	16	0.940459
6545	16	0.940534
6546	3	0.940549
6547	19	0.940638
6548	38	0.940818
6549	28	0.94095
6551	21	0.941049
6552	51	0.94129
6553	32	0.941442
6554	27	0.941569
6555	3	0.941583
6556	1	0.941588
6557	35	0.941754
6558	26	0.941876
6559	17	0.941957
6560	51	0.942198
6561	15	0.942269
6562	4	0.942288
6564	2	0.942297
6565	22	0.942401
6566	63	0.942699
6567	12	0.942755
6568	78	0.943124
6569	10	0.943171
6570	55	0.943431
6571	27	0.943559
6572	41	0.943752
6573	21	0.943852
6574	75	0.944206
6575	44	0.944414
6576	21	0.944513
6577	18	0.944598
6578	5	0.944622
6579	34	0.944783
6580	39	0.944967
6581	15	0.945038
6582	48	0.945265
6583	24	0.945378
6584	40	0.945567
6585	62	0.94586
6586	19	0.94595
6587	4	0.945969
6588	54	0.946224
6589	42	0.946422
6590	14	0.946488
6597	2	0.946498
6599	1	0.946503
6600	1	0.946507
6601	3	0.946522
6602	12	0.946578
6603	12	0.946635
6604	19	0.946725
6605	22	0.946829
6606	20	0.946923
6607	8	0.946961
6608	3	0.946975
6609	1	0.94698
6610	10	0.947027
6611	3	0.947041
6612	7	0.947074
6613	6	0.947103
6614	3	0.947117
6615	4	0.947136
6616	5	0.94716
6618	5	0.947183
6619	1	0.947188
6621	2	0.947197
6622	6	0.947226
6623	11	0.947278
6625	1	0.947282
6627	1	0.947287
6628	1	0.947292
6629	4	0.947311
6630	9	0.947353
6632	8	0.947391
6633	2	0.947401
6636	2	0.94741
6638	2	0.947419
6639	2	0.947429
6640	3	0.947443
6641	11	0.947495
6644	2	0.947504
6646	1	0.947509
6647	2	0.947519
6648	2	0.947528
6650	1	0.947533
6653	4	0.947552
6654	20	0.947646
6657	2	0.947656
6658	1	0.94766
6660	3	0.947675
6661	3	0.947689
6662	3	0.947703
6663	1	0.947708
6665	2	0.947717
6669	5	0.947741
6672	1	0.947745
6673	3	0.94776
6674	2	0.947769
6676	3	0.947783
6678	5	0.947807
6679	10	0.947854
6680	2	0.947864
6681	7	0.947897
6682	3	0.947911
6683	2	0.94792
6684	8	0.947958
6685	1	0.947963
6686	1	0.947968
6687	5	0.947991
6689	3	0.948005
6690	4	0.948024
6691	1	0.948029
6692	1	0.948034
6693	1	0.948038
6695	39	0.948223
6696	14	0.948289
6697	23	0.948398
6698	4	0.948416
6699	37	0.948591
6700	3	0.948606
6701	42	0.948804
6702	8	0.948842
6703	67	0.949158
6704	12	0.949215
6706	5	0.949239
6707	16	0.949314
6708	19	0.949404
6709	21	0.949503
6710	58	0.949777
6711	25	0.949896
6712	4	0.949914
6713	20	0.950009
6714	45	0.950222
6715	53	0.950472
6716	30	0.950614
6717	12	0.950671
6718	6	0.950699
6720	30	0.950841
6721	45	0.951053
6722	14	0.951119
6723	6	0.951148
6724	4	0.951167
6725	9	0.951209
6726	3	0.951223
6727	7	0.951257
6728	5	0.95128
6729	4	0.951299
6731	4	0.951318
6732	8	0.951356
6733	4	0.951375
6734	6	0.951403
6735	26	0.951526
6736	73	0.951871
6737	80	0.952249
6738	58	0.952523
6739	3	0.952537
6740	9	0.95258
6741	22	0.952684
6742	20	0.952778
6743	25	0.952896
6744	28	0.953029
6745	23	0.953137
6746	3	0.953151
6747	3	0.953166
6748	14	0.953232
6749	10	0.953279
6750	20	0.953374
6752	3	0.953388
6753	21	0.953487
6754	20	0.953581
6756	55	0.953841
6757	9	0.953884
6758	16	0.953959
6759	7	0.953993
6760	1	0.953997
6761	20	0.954092
6762	46	0.954309
6763	12	0.954366
6764	13	0.954427
6765	7	0.95446
6766	23	0.954569
6767	12	0.954626
6768	11	0.954678
6769	34	0.954838
6770	13	0.9549
6771	23	0.955009
6772	6	0.955037
6773	8	0.955075
6774	7	0.955108
6775	29	0.955245
6776	14	0.955311
6777	26	0.955434
6778	35	0.955599
6779	27	0.955727
6780	21	0.955826
6781	71	0.956162
6782	15	0.956232
6783	6	0.956261
6784	49	0.956492
6785	10	0.95654
6786	7	0.956573
6787	55	0.956833
6788	18	0.956918
6789	11	0.95697
6790	46	0.957187
6792	2	0.957196
6793	18	0.957282
6794	26	0.957404
6795	33	0.95756
6797	1	0.957565
6798	17	0.957645
6799	6	0.957674
6801	9	0.957716
6802	13	0.957778
6803	8	0.957815
6804	23	0.957924
6805	155	0.958657
6806	79	0.95903
6807	52	0.959276
6808	24	0.959389
6809	30	0.959531
6810	3	0.959545
6812	1	0.95955
6813	19	0.95964
6814	51	0.959881
6815	7	0.959914
6816	14	0.95998
6817	10	0.960027
6818	5	0.960051
6819	7	0.960084
6820	11	0.960136
6821	45	0.960348
6822	15	0.960419
6823	1	0.960424
6824	13	0.960485
6825	15	0.960556
6826	6	0.960585
6827	27	0.960712
6828	29	0.960849
6829	40	0.961038
6830	36	0.961208
6831	23	0.961317
6832	30	0.961459
6835	2	0.961468
6836	2	0.961478
6837	2	0.961487
6839	1	0.961492
6840	9	0.961534
6841	2	0.961544
6843	7	0.961577
6844	12	0.961634
6845	12	0.96169
6846	6	0.961719
6847	1	0.961723
6848	43	0.961927
6849	19	0.962016
6850	11	0.962068
6851	8	0.962106
6852	1	0.962111
6853	2	0.96212
6854	1	0.962125
6855	3	0.962139
6856	57	0.962409
6857	8	0.962446
6858	8	0.962484
6859	15	0.962555
6860	23	0.962664
6861	44	0.962872
6862	3	0.962886
6865	3	0.9629
6866	7	0.962933
6867	2	0.962943
6868	7	0.962976
6869	1	0.96298
6876	3	0.962995
6878	3	0.963009
6880	4	0.963028
6881	9	0.96307
6882	18	0.963155
6884	3	0.963169
6885	14	0.963236
6886	16	0.963311
6887	4	0.96333
6888	13	0.963392
6889	4	0.96341
6890	56	0.963675
6891	52	0.963921
6892	47	0.964143
6893	58	0.964417
6894	8	0.964455
6895	29	0.964592
6896	10	0.964639
6897	38	0.964819
6898	1	0.964823
6899	11	0.964875
6900	21	0.964975
6901	9	0.965017
6902	14	0.965083
6903	16	0.965159
6904	2	0.965168
6905	76	0.965528
6906	8	0.965565
6907	22	0.965669
6908	22	0.965773
6909	20	0.965868
6910	13	0.965929
6911	19	0.966019
6912	47	0.966241
6913	32	0.966392
6914	79	0.966766
6915	159	0.967517
6916	104	0.968008
6917	70	0.968339
6918	28	0.968471
6919	5	0.968495
6920	4	0.968514
6921	8	0.968552
6922	36	0.968722
6923	19	0.968812
6924	4	0.968831
6926	1	0.968835
6931	1	0.96884
6935	2	0.96885
6937	4	0.968868
6938	12	0.968925
6939	8	0.968963
6940	1	0.968968
6941	40	0.969157
6942	16	0.969232
6943	24	0.969346
6944	10	0.969393
6945	33	0.969549
6946	18	0.969634
6947	6	0.969662
6948	15	0.969733
6949	2	0.969743
6950	10	0.96979
6951	32	0.969941
6952	9	0.969984
6953	15	0.970055
6956	5	0.970078
6957	49	0.97031
6958	20	0.970404
6959	12	0.970461
6960	17	0.970541
6961	66	0.970853
6962	37	0.971028
6963	2	0.971037
6965	17	0.971118
6966	9	0.97116
6967	17	0.971241
6969	20	0.971335
6970	50	0.971571
6971	31	0.971718
6972	12	0.971775
6973	16	0.97185
6974	45	0.972063
6975	15	0.972134
6976	24	0.972247
6977	3	0.972261
6978	42	0.97246
6979	42	0.972658
6980	25	0.972776
6981	63	0.973074
6982	11	0.973126
6983	19	0.973216
6984	14	0.973282
6985	2	0.973291
6986	6	0.97332
6987	16	0.973395
6988	35	0.973561
6989	4	0.97358
6990	15	0.973651
6991	20	0.973745
6993	13	0.973807
6994	4	0.973825
6995	9	0.973868
6996	5	0.973892
6997	14	0.973958
6998	28	0.97409
6999	29	0.974227
7000	46	0.974445
7001	11	0.974496
7002	5	0.97452
7003	8	0.974558
7004	37	0.974733
7005	1	0.974737
7006	21	0.974837
7007	1	0.974841
7008	15	0.974912
7009	7	0.974945
7010	5	0.974969
7011	7	0.975002
7012	5	0.975026
7013	15	0.975097
7014	5	0.97512
7015	8	0.975158
7016	25	0.975276
7017	28	0.975409
7018	3	0.975423
7021	26	0.975546
7022	2	0.975555
7023	11	0.975607
7024	7	0.97564
7025	5	0.975664
7026	3	0.975678
7027	6	0.975706
7028	4	0.975725
7029	1	0.97573
7031	3	0.975744
7032	8	0.975782
7033	42	0.97598
7034	31	0.976127
7035	15	0.976198
7036	1	0.976202
7037	1	0.976207
7038	1	0.976212
7039	1	0.976217
7041	1	0.976221
7044	3	0.976235
7045	1	0.97624
7046	4	0.976259
7059	1	0.976264
7079	1	0.976269
7141	1	0.976273
7202	1	0.976278
7219	1	0.976283
7378	1	0.976287
7496	1	0.976292
7739	1	0.976297
7836	1	0.976302
8125	1	0.976306
8157	1	0.976311
8158	1	0.976316
8182	1	0.976321
8278	1	0.976325
8579	1	0.97633
8643	1	0.976335
8942	1	0.976339
9323	1	0.976344
9416	1	0.976349
9438	1	0.976354
9451	1	0.976358
9609	1	0.976363
9645	1	0.976368
9652	1	0.976373
9803	3	0.976387
9804	4	0.976406
9805	3	0.97642
9806	2	0.976429
9807	3	0.976443
9808	4	0.976462
9809	5	0.976486
9810	4	0.976505
9811	1	0.97651
9812	1	0.976514
9813	1	0.976519
9814	1	0.976524
9881	1	0.976528
9999	1	0.976533
10084	1	0.976538
10115	1	0.976543
10124	1	0.976547
10127	1	0.976552
10129	1	0.976557
10157	1	0.976562
10158	1	0.976566
10173	1	0.976571
10185	1	0.976576
10195	1	0.97658
10204	1	0.976585
10213	1	0.97659
10227	1	0.976595
10233	1	0.976599
10280	1	0.976604
10408	1	0.976609
10429	1	0.976614
10457	1	0.976618
10470	28	0.976751
10471	50	0.976987
10472	85	0.977389
10473	146	0.978078
10474	80	0.978456
10475	329	0.980011
10476	294	0.9814
10477	71	0.981736
10478	115	0.982279
10479	67	0.982596
10480	219	0.983631
10481	280	0.984954
10482	214	0.985965
10483	56	0.98623
10484	23	0.986339
10485	87	0.98675
10486	107	0.987255
10487	225	0.988319
10488	118	0.988876
10489	1	0.988881
10491	1	0.988886
10515	2	0.988895
10559	1	0.9889
10577	1	0.988905
10671	1	0.988909
10803	1	0.988914
11090	1	0.988919
11678	1	0.988923
11922	1	0.988928
12145	1	0.988933
12224	1	0.988938
12564	1	0.988942
12654	1	0.988947
12979	1	0.988952
13028	1	0.988957
13103	3	0.988971
13106	1	0.988975
13107	3	0.98899
13115	1	0.988994
13119	1	0.988999
13120	1	0.989004
13122	1	0.989008
13123	1	0.989013
13124	1	0.989018
13125	1	0.989023
13127	1	0.989027
13128	3	0.989042
13129	1	0.989046
13130	2	0.989056
13131	2	0.989065
13132	2	0.989075
13137	5	0.989098
13141	1	0.989103
13142	7	0.989136
13146	2	0.989146
13147	3	0.98916
13148	8	0.989198
13149	1	0.989202
13150	2	0.989212
13153	2	0.989221
13156	1	0.989226
13157	10	0.989273
13164	1	0.989278
13165	1	0.989283
13170	13	0.989344
13173	2	0.989353
13176	1	0.989358
13178	1	0.989363
13182	2	0.989372
13185	3	0.989387
13186	1	0.989391
13189	1	0.989396
13193	2	0.989405
13195	1	0.98941
13197	2	0.98942
13200	3	0.989434
13202	1	0.989439
13205	1	0.989443
13207	3	0.989457
13210	1	0.989462
13212	1	0.989467
13213	1	0.989472
13216	1	0.989476
13217	4	0.989495
13219	10	0.989542
13220	13	0.989604
13221	7	0.989637
13222	15	0.989708
13223	23	0.989817
13224	15	0.989887
13225	4	0.989906
13226	3	0.989921
13227	1	0.989925
13229	1	0.98993
13230	2	0.989939
13231	9	0.989982
13232	3	0.989996
13233	4	0.990015
13234	4	0.990034
13235	1	0.990039
13237	7	0.990072
13238	8	0.99011
13239	8	0.990147
13240	4	0.990166
13241	1	0.990171
13245	1	0.990176
13246	2	0.990185
13247	4	0.990204
13248	11	0.990256
13249	13	0.990317
13252	9	0.99036
13253	6	0.990388
13254	5	0.990412
13255	1	0.990417
13256	1	0.990421
13257	4	0.99044
13259	5	0.990464
13260	1	0.990469
13261	5	0.990492
13262	9	0.990535
13263	2	0.990544
13264	2	0.990554
13267	4	0.990573
13269	1	0.990577
13270	2	0.990587
13271	1	0.990592
13272	1	0.990596
13273	7	0.990629
13275	9	0.990672
13276	12	0.990729
13277	3	0.990743
13278	8	0.990781
13279	5	0.990804
13280	6	0.990833
13281	3	0.990847
13283	1	0.990851
13284	5	0.990875
13285	3	0.990889
13286	7	0.990922
13287	3	0.990936
13288	5	0.99096
13289	12	0.991017
13290	11	0.991069
13291	6	0.991097
13292	5	0.991121
13293	2	0.99113
13295	1	0.991135
13296	1	0.99114
13298	1	0.991144
13299	27	0.991272
13300	2	0.991281
13301	4	0.9913
13302	2	0.99131
13304	6	0.991338
13305	4	0.991357
13306	5	0.991381
13311	1	0.991385
13312	9	0.991428
13313	3	0.991442
13314	1	0.991447
13315	1	0.991452
13316	7	0.991485
13317	6	0.991513
13318	1	0.991518
13319	2	0.991527
13320	1	0.991532
13321	2	0.991541
13322	13	0.991603
13323	6	0.991631
13324	3	0.991645
13325	8	0.991683
13326	1	0.991688
13327	5	0.991711
13328	1	0.991716
13329	2	0.991726
13330	7	0.991759
13331	1	0.991763
13332	8	0.991801
13333	4	0.99182
13334	1	0.991825
13336	1	0.99183
13337	10	0.991877
13338	23	0.991986
13339	7	0.992019
13341	1	0.992023
13342	2	0.992033
13343	3	0.992047
13344	5	0.992071
13345	6	0.992099
13346	10	0.992146
13347	31	0.992293
13348	16	0.992368
13350	9	0.992411
13351	4	0.99243
13352	2	0.992439
13353	3	0.992453
13354	4	0.992472
13355	3	0.992486
13356	30	0.992628
13357	8	0.992666
13358	6	0.992694
13359	1	0.992699
13360	3	0.992713
13364	4	0.992732
13365	3	0.992746
13366	6	0.992775
13368	13	0.992836
13369	15	0.992907
13370	3	0.992921
13371	14	0.992987
13372	5	0.993011
13373	3	0.993025
13374	2	0.993035
13375	10	0.993082
13377	1	0.993087
13378	8	0.993124
13379	2	0.993134
13380	1	0.993139
13382	19	0.993228
13383	4	0.993247
13385	4	0.993266
13386	1	0.993271
13387	6	0.993299
13388	7	0.993332
13389	6	0.993361
13396	1	0.993365
13400	3	0.99338
13402	5	0.993403
13403	1	0.993408
13404	1	0.993413
13405	1	0.993417
13407	1	0.993422
13409	1	0.993427
13414	1	0.993432
13416	1	0.993436
13417	3	0.99345
13419	7	0.993484
13421	4	0.993502
13422	2	0.993512
13424	1	0.993517
13426	6	0.993545
13427	7	0.993578
13428	1	0.993583
13430	25	0.993701
13431	8	0.993739
13432	26	0.993862
13433	13	0.993923
13434	18	0.994008
13435	7	0.994041
13437	15	0.994112
13439	4	0.994131
13440	4	0.99415
13441	7	0.994183
13443	19	0.994273
13444	16	0.994348
13445	21	0.994448
13451	5	0.994471
13452	1	0.994476
13454	2	0.994485
13460	3	0.9945
13465	1	0.994504
13466	1	0.994509
13467	2	0.994518
13469	1	0.994523
13475	4	0.994542
13476	23	0.994651
13477	3	0.994665
13480	9	0.994707
13481	3	0.994722
13482	11	0.994774
13483	3	0.994788
13484	12	0.994844
13485	29	0.994982
13486	17	0.995062
13487	12	0.995119
13488	1	0.995123
13489	9	0.995166
13490	4	0.995185
13491	7	0.995218
13492	34	0.995378
13493	3	0.995393
13494	18	0.995478
13495	5	0.995501
13496	7	0.995534
13497	4	0.995553
13498	15	0.995624
13499	12	0.995681
13500	17	0.995761
13501	2	0.995771
13503	1	0.995775
13513	1	0.99578
13514	2	0.99579
13515	29	0.995927
13516	24	0.99604
13517	2	0.996049
13518	10	0.996097
13519	8	0.996135
13520	24	0.996248
13521	3	0.996262
13522	34	0.996423
13523	23	0.996531
13524	17	0.996612
13527	16	0.996687
13528	20	0.996782
13529	13	0.996843
13530	7	0.996876
13532	11	0.996928
13533	11	0.99698
13534	36	0.997151
13535	12	0.997207
13536	7	0.99724
13537	3	0.997254
13538	1	0.997259
13539	30	0.997401
13540	4	0.99742
13541	11	0.997472
13542	13	0.997533
13543	20	0.997628
13544	2	0.997637
13545	3	0.997651
13546	11	0.997703
13548	9	0.997746
13549	7	0.997779
13550	1	0.997784
13551	1	0.997788
13552	1	0.997793
13553	13	0.997855
13554	31	0.998001
13555	14	0.998067
13557	5	0.998091
13558	6	0.998119
13559	4	0.998138
13560	6	0.998167
13561	1	0.998171
13562	23	0.99828
13564	3	0.998294
13565	2	0.998304
13572	7	0.998337
13573	4	0.998356
13574	1	0.99836
13575	4	0.998379
13576	3	0.998393
13577	3	0.998408
13578	9	0.99845
13579	1	0.998455
13580	2	0.998464
13581	3	0.998478
13582	14	0.998545
13583	10	0.998592
13584	3	0.998606
13585	26	0.998729
13586	18	0.998814
13587	39	0.998998
13588	11	0.99905
13590	16	0.999126
13591	7	0.999159
13593	3	0.999173
13594	14	0.999239
13595	15	0.99931
13596	27	0.999438
13597	19	0.999527
13598	3	0.999542
13601	10	0.999589
13602	3	0.999603
13603	2	0.999613
13604	3	0.999627
13607	2	0.999636
13608	3	0.99965
13609	3	0.999664
13610	1	0.999669
13611	2	0.999679
13615	3	0.999693
13616	13	0.999754
13617	28	0.999887
13618	5	0.99991
13619	4	0.999929
13620	2	0.999939
13621	1	0.999943
