#distance	count	cdf
986	32	0.692139
987	27	0.692167
988	38	0.692207
989	31	0.692239
990	10	0.69225
991	20	0.69227
992	21	0.692292
993	25	0.692318
994	36	0.692356
995	31	0.692388
996	26	0.692415
997	45	0.692462
998	28	0.692491
999	18	0.69251
1000	31	0.692542
1001	36	0.69258
1002	32	0.692613
1003	16	0.69263
1004	18	0.692649
1005	23	0.692673
1006	26	0.6927
1007	33	0.692734
1008	24	0.692759
1009	34	0.692794
1010	35	0.692831
1011	30	0.692862
1012	25	0.692888
1013	30	0.69292
1014	22	0.692942
1015	35	0.692979
1016	15	0.692995
1017	29	0.693025
1018	25	0.693051
1019	32	0.693084
1020	29	0.693114
1021	17	0.693132
1022	38	0.693172
1023	23	0.693196
1024	28	0.693225
1025	28	0.693254
1026	26	0.693281
1027	14	0.693296
1028	17	0.693313
1029	29	0.693344
1030	19	0.693363
1031	33	0.693398
1032	19	0.693418
1033	38	0.693457
1034	21	0.693479
1035	24	0.693504
1036	38	0.693544
1037	29	0.693574
1038	34	0.693609
1039	52	0.693663
1040	23	0.693687
1041	28	0.693717
1042	37	0.693755
1043	35	0.693792
1044	20	0.693812
1045	24	0.693837
1046	26	0.693864
1047	28	0.693894
1048	33	0.693928
1049	25	0.693954
1050	17	0.693972
1051	29	0.694002
1052	28	0.694031
1053	30	0.694062
1054	30	0.694094
1055	26	0.694121
1056	15	0.694136
1057	21	0.694158
1058	30	0.69419
1059	22	0.694212
1060	13	0.694226
1061	19	0.694246
1062	21	0.694268
1063	32	0.694301
1064	28	0.69433
1065	26	0.694357
1066	28	0.694386
1067	35	0.694423
1068	26	0.69445
1069	23	0.694474
1070	27	0.694502
1071	35	0.694539
1072	20	0.694559
1073	20	0.69458
1074	23	0.694604
1075	20	0.694625
1076	20	0.694646
1077	24	0.694671
1078	18	0.69469
1079	20	0.69471
1080	28	0.69474
1081	18	0.694758
1082	27	0.694787
1083	21	0.694808
1084	19	0.694828
1085	44	0.694874
1086	19	0.694894
1087	22	0.694917
1088	19	0.694937
1089	32	0.69497
